sentence1,sentence2,score
KKM Tidak Pernah Mengeluarkan Kenyataan Berkenaan Penguatkuasaan Larangan Rentas Daerah Di...,TEKUN Nasional Tidak Pernah Melantik Orang Tengah Dalam Urusan Permohonan Pinjaman...,0.5
TEKUN Nasional Tidak Pernah Melantik Orang Tengah Dalam Urusan Permohonan Pinjaman...,Tiada Pengumuman Daripada YAB Perdana Menteri Berkenaan Pelaksanaan PKP Di Sabah,0.5
Tiada Pengumuman Daripada YAB Perdana Menteri Berkenaan Pelaksanaan PKP Di Sabah,Dakwaan Mesej Kononnya Terdapat Warga ATM Dijangkiti COVID-19 Sewaktu Proses Pengundian...,0.5
Dakwaan Mesej Kononnya Terdapat Warga ATM Dijangkiti COVID-19 Sewaktu Proses Pengundian...,Wanita Dengan Tag Merah Jambu Di Sebuah Premis Makanan Di Temerloh...,0.5
Wanita Dengan Tag Merah Jambu Di Sebuah Premis Makanan Di Temerloh...,KDN Tidak Pernah Mengeluarkan Sebarang Perakuan Pelantikan Mana-Mana Syarikat Bagi Menguruskan...,0.5
KDN Tidak Pernah Mengeluarkan Sebarang Perakuan Pelantikan Mana-Mana Syarikat Bagi Menguruskan...,"Tiada Penculikan Kanak-Kanak Di Pantai Teluk Kemang, Port Dickson",0.5
"Tiada Penculikan Kanak-Kanak Di Pantai Teluk Kemang, Port Dickson",Peperiksaan UPSRx dan PT3x Bukan Di Bawah Kendalian Lembaga Peperiksaan dan...,0.5
Peperiksaan UPSRx dan PT3x Bukan Di Bawah Kendalian Lembaga Peperiksaan dan...,Kenyataan Kononnya Daripada Pegawai Perubatan HKL Berkenaan Polisi Dan Gerak Kerja...,0.5
Kenyataan Kononnya Daripada Pegawai Perubatan HKL Berkenaan Polisi Dan Gerak Kerja...,Perkongsian Pemakaian Pelitup Muka Seperti Yang Tular Adalah Kurang Tepat,0.5
Perkongsian Pemakaian Pelitup Muka Seperti Yang Tular Adalah Kurang Tepat,Arahan Menggesa Supaya Ibu Bapa Dan Pelajar Yang Beraya Di Daerah...,0.5
Arahan Menggesa Supaya Ibu Bapa Dan Pelajar Yang Beraya Di Daerah...,2 Individu Dilihat Memakai Gelang Merah Jambu Di Kawasan Parkir Bukit...,0.5
2 Individu Dilihat Memakai Gelang Merah Jambu Di Kawasan Parkir Bukit...,Dakwaan Penggunaan Termometer Inframerah Tanpa Sentuh Boleh Menyebabkan Kecederaan Kepada Otak...,0.5
Dakwaan Penggunaan Termometer Inframerah Tanpa Sentuh Boleh Menyebabkan Kecederaan Kepada Otak...,Mesej Terdapat SOP Perjalanan/ Melancong Baharu Bermula 1 Ogos 2020...,0.5
Mesej Terdapat SOP Perjalanan/ Melancong Baharu Bermula 1 Ogos 2020...,Tiada Kes Kemalangan Tergelincir Akibat Melanggar Bungkusan Minyak Masak,0.5
Tiada Kes Kemalangan Tergelincir Akibat Melanggar Bungkusan Minyak Masak,Tiada Penularan Wabak COVID-19 Dalam Kalangan Pelajar Sekolah Di Tawau,0.5
Tiada Penularan Wabak COVID-19 Dalam Kalangan Pelajar Sekolah Di Tawau,Mesej Pengumuman Kononnya Kerajaan Akan Mengenakan Undang-Undang Saman Tanpa Amaran Kepada...,0.5
Mesej Pengumuman Kononnya Kerajaan Akan Mengenakan Undang-Undang Saman Tanpa Amaran Kepada...,Kementerian Kewangan Tidak Pernah Mengeluarkan Surat Permohonan Untuk Syarikat Pengendalian Aktiviti...,0.5
Kementerian Kewangan Tidak Pernah Mengeluarkan Surat Permohonan Untuk Syarikat Pengendalian Aktiviti...,Perutusan Khas YAB Perdana Menteri Perkembangan Terkini PKPP Akan Bersiaran Secara...,0.5
Perutusan Khas YAB Perdana Menteri Perkembangan Terkini PKPP Akan Bersiaran Secara...,"Dakwaan Terdapat Aktiviti Pelacuran Di Hotel Sahara, Muar Adalah Gambar Lama",0.5
"Dakwaan Terdapat Aktiviti Pelacuran Di Hotel Sahara, Muar Adalah Gambar Lama",KPKT Tidak Pernah Melantik Ejen Atau Individu Bagi Permohonan PPR,0.5
KPKT Tidak Pernah Melantik Ejen Atau Individu Bagi Permohonan PPR,Pelajar Tingkatan 1 Hingga 4 Akan Kembali Ke Sekolah Pada 12...,0.5
Pelajar Tingkatan 1 Hingga 4 Akan Kembali Ke Sekolah Pada 12...,Akaun Telegram Yang Diwujudkan Atas Nama ‘Jab. Perdana Menteri’ Adalah Akaun...,0.5
Akaun Telegram Yang Diwujudkan Atas Nama ‘Jab. Perdana Menteri’ Adalah Akaun...,"Pemandu Kereta Sebabkan Kemalangan Di Jalan Ara Kuda, Tasek Gelugor Tidak...",0.5
"Pemandu Kereta Sebabkan Kemalangan Di Jalan Ara Kuda, Tasek Gelugor Tidak...",Produk Frankfurter Ayam Jenama Rahmat Masih Berstatus Halal,0.5
Produk Frankfurter Ayam Jenama Rahmat Masih Berstatus Halal,Lelaki Dipercayai Pengantin Diserang Sawan Bukan Dilanggar,0.5
Lelaki Dipercayai Pengantin Diserang Sawan Bukan Dilanggar,Pendaftaran Pengundi 18 Tahun Belum Dilaksanakan,0.5
Pendaftaran Pengundi 18 Tahun Belum Dilaksanakan,Tiada Kes Penculikan Bayi 12 Bulan Di Daerah Gombak,0.5
Tiada Kes Penculikan Bayi 12 Bulan Di Daerah Gombak,Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Kenyataan Atau Statistik Jumlah Pengangguran...,0.5
Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Kenyataan Atau Statistik Jumlah Pengangguran...,Tiada Arahan Daripada KKM Kepada Pengunjung Sebuah Pasar Raya Besar Di...,0.5
Tiada Arahan Daripada KKM Kepada Pengunjung Sebuah Pasar Raya Besar Di...,"Pemberian Elaun Sebanyak RM3,000 Kepada Sesiapa Yang Dibuang Kerja Semasa Tempoh...",0.5
"Pemberian Elaun Sebanyak RM3,000 Kepada Sesiapa Yang Dibuang Kerja Semasa Tempoh...",Dakwaan Pesakit Positif COVID-19 Telah Ke Merata Tempat Sekitar Pekan Juasseh...,0.5
Dakwaan Pesakit Positif COVID-19 Telah Ke Merata Tempat Sekitar Pekan Juasseh...,37 Premis Di Pusat Beli Belah Taman Desa Tebrau Ditutup Kerana...,0.5
37 Premis Di Pusat Beli Belah Taman Desa Tebrau Ditutup Kerana...,Dokumen Persiapan Awal Berhubung Cadangan Sama Ada PKP Tamat Atau Disambung...,0.5
Dokumen Persiapan Awal Berhubung Cadangan Sama Ada PKP Tamat Atau Disambung...,Menteri Kesihatan Tidak Pernah Mengeluarkan Kenyataan Berkenaan Hukuman Jika Lakukan Aktiviti...,0.5
Menteri Kesihatan Tidak Pernah Mengeluarkan Kenyataan Berkenaan Hukuman Jika Lakukan Aktiviti...,Dakwaan Wanita Hamil Yang Positif COVID-19 Di Kuala Krai Disahkan Negatif...,0.5
Dakwaan Wanita Hamil Yang Positif COVID-19 Di Kuala Krai Disahkan Negatif...,Dakwaan Seorang Wanita Menggunakan Kabel Polis Dungun Untuk Rentas Negeri Adalah...,0.5
Dakwaan Seorang Wanita Menggunakan Kabel Polis Dungun Untuk Rentas Negeri Adalah...,Dakwaan Terdapat Kes Baharu COVID-19 Di Kuala Pilah Adalah Tidak...,0.5
Dakwaan Terdapat Kes Baharu COVID-19 Di Kuala Pilah Adalah Tidak...,Produk Brown Sugar Bubble Tea Ball Tidak Memiliki Pengesahan Halal Dari...,0.5
Produk Brown Sugar Bubble Tea Ball Tidak Memiliki Pengesahan Halal Dari...,Mesej Tular Berkenaan Gelombang Haba Akan Melanda Semasa Fenomena Ekuinoks Adalah...,0.5
Mesej Tular Berkenaan Gelombang Haba Akan Melanda Semasa Fenomena Ekuinoks Adalah...,Klip Video Yang Mendakwa Kononnya Sekumpulan Warga Rohingya Memukul Anggota MPS...,0.5
Klip Video Yang Mendakwa Kononnya Sekumpulan Warga Rohingya Memukul Anggota MPS...,Bukan Bazar Ramadan Yang Dibuka Di Kampung Pandan,0.5
Bukan Bazar Ramadan Yang Dibuka Di Kampung Pandan,Dakwaan Nota Suara Melalui WhatsApp Kononnya Ada Pesakit COVID-19 Dikesan Di...,0.5
Dakwaan Nota Suara Melalui WhatsApp Kononnya Ada Pesakit COVID-19 Dikesan Di...,Ayam Di Pasar Raya Bebas Daripada Jangkitan COVID-19,0.5
Ayam Di Pasar Raya Bebas Daripada Jangkitan COVID-19,Iklan Jawatan Kosong Dan Temuduga Pengambilan Pekerja Pada 8 Mei 2020...,0.5
Iklan Jawatan Kosong Dan Temuduga Pengambilan Pekerja Pada 8 Mei 2020...,Individu Dari Zon Merah Dan Pulang Dari Luar Negara Ke Perlis...,0.5
Individu Dari Zon Merah Dan Pulang Dari Luar Negara Ke Perlis...,Hotel-Hotel Ditutup Sementara Kerana Dalam Proses Penjualan Kepada Pihak Ketiga,0.5
Hotel-Hotel Ditutup Sementara Kerana Dalam Proses Penjualan Kepada Pihak Ketiga,"Orang Ramai Di Pusat Belian Borong Kenanga Merupakan Pekerja, Bukan Pengunjung...",0.5
"Orang Ramai Di Pusat Belian Borong Kenanga Merupakan Pekerja, Bukan Pengunjung...","Dakwaan Video Yang Memaparkan Kesesakan Pelanggan Di Pasar Borong Batu Berendam,...",0.5
"Dakwaan Video Yang Memaparkan Kesesakan Pelanggan Di Pasar Borong Batu Berendam,...",Dakwaan Pesakit COVID-19 Lari Dari Hospital Di Negeri Johor Adalah Tidak...,0.5
Dakwaan Pesakit COVID-19 Lari Dari Hospital Di Negeri Johor Adalah Tidak...,Peniaga Di Pasar Besar Seremban Hanya Perlu Hadir Jalani Saringan Ujian...,0.5
Peniaga Di Pasar Besar Seremban Hanya Perlu Hadir Jalani Saringan Ujian...,Tiada Pencerobohan Bot Nelayan Asing Vietnam Di Perairan Dungun,0.5
Tiada Pencerobohan Bot Nelayan Asing Vietnam Di Perairan Dungun,Dokumen Berkenaan Garis Panduan Sambutan Aidilfitri Dalam Tempoh PKP Yang Bukan...,0.5
Dokumen Berkenaan Garis Panduan Sambutan Aidilfitri Dalam Tempoh PKP Yang Bukan...,Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Statistik Berkaitan Pekerja Asing Tanpa...,0.5
Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Statistik Berkaitan Pekerja Asing Tanpa...,JAKIM Tidak Terlibat Dalam Pengiktirafan Majlis Ulama Rohingya,0.5
JAKIM Tidak Terlibat Dalam Pengiktirafan Majlis Ulama Rohingya,Mesej Kononnya Dari KP Kesihatan Berkenaan Perkara Penting Pencegahan COVID-19 Kepada...,0.5
Mesej Kononnya Dari KP Kesihatan Berkenaan Perkara Penting Pencegahan COVID-19 Kepada...,Dokumen SOP Pergerakan Pelajar IPT Yang Tular Di Media Sosial Adalah...,0.5
Dokumen SOP Pergerakan Pelajar IPT Yang Tular Di Media Sosial Adalah...,PETRONAS Tidak Menutup Operasi Pelantar Di Malaysia,0.5
PETRONAS Tidak Menutup Operasi Pelantar Di Malaysia,"Klip Video Harimau Dijumpai Bukan Di FRIM, Kepong",0.5
"Klip Video Harimau Dijumpai Bukan Di FRIM, Kepong",Borang Permohonan Bantuan Ihsan COVID-19 Negeri Johor Yang Tular Di Media...,0.5
Borang Permohonan Bantuan Ihsan COVID-19 Negeri Johor Yang Tular Di Media...,Dakwaan Mesej Kononnya Geran PRIHATIN PKS Boleh Dimohon Secara Manual Di...,0.5
Dakwaan Mesej Kononnya Geran PRIHATIN PKS Boleh Dimohon Secara Manual Di...,Dakwaan Mesej Kononnya Sekolah Di Seluruh Malaysia Akan Dibuka Semula Pada...,0.5
Dakwaan Mesej Kononnya Sekolah Di Seluruh Malaysia Akan Dibuka Semula Pada...,Wabak COVID-19 Di Daerah Ranau Bukan Berpunca Daripada 14 Individu Kluster...,0.5
Wabak COVID-19 Di Daerah Ranau Bukan Berpunca Daripada 14 Individu Kluster...,Tiada Sebarang Aktiviti Perniagaan Warga Asing Di Tapak Parkir Pasar Borong...,0.5
Tiada Sebarang Aktiviti Perniagaan Warga Asing Di Tapak Parkir Pasar Borong...,Dakwaan Mesej Kononnya Dari Pihak UUM Meminta Dokumen Peribadi Pelajar Bagi...,0.5
Dakwaan Mesej Kononnya Dari Pihak UUM Meminta Dokumen Peribadi Pelajar Bagi...,Tiada Kelulusan Penganjuran Bazar Ramadhan Tahun 2020 Di Kawasan MBJB,0.5
Tiada Kelulusan Penganjuran Bazar Ramadhan Tahun 2020 Di Kawasan MBJB,"HWKKS Masih Beroperasi Seperti Biasa, Hanya Satu Wad Di Bawah Kuarantin",0.5
"HWKKS Masih Beroperasi Seperti Biasa, Hanya Satu Wad Di Bawah Kuarantin",Mesej Didakwa Dari OCS Balai Kepala Batas Mohon Sumbangan Makanan Untuk...,0.5
Mesej Didakwa Dari OCS Balai Kepala Batas Mohon Sumbangan Makanan Untuk...,Lori Polis Yang Membawa OKT Terbalik Dalam Kemalangan Adalah Gambar Pada...,0.5
Lori Polis Yang Membawa OKT Terbalik Dalam Kemalangan Adalah Gambar Pada...,Saringan Yang Dijalankan Di Pondok Pasir Tumboh Bagi Memutuskan Rantaian COVID-19,0.5
Saringan Yang Dijalankan Di Pondok Pasir Tumboh Bagi Memutuskan Rantaian COVID-19,Borang Berbentuk Google Forms Kononnya Dari JAKIM Untuk Tabung Musaadah COVID-19...,0.5
Borang Berbentuk Google Forms Kononnya Dari JAKIM Untuk Tabung Musaadah COVID-19...,"Kes Kematian Disyaki COVID-19 Di Jalan Abdul Rahman Limbong, Padang Negara,...",0.5
"Kes Kematian Disyaki COVID-19 Di Jalan Abdul Rahman Limbong, Padang Negara,...",Dakwaan Klip Video Yang Memaparkan Kononnya Terdapat Pesakit COVID-19 Di Pasar...,0.5
Dakwaan Klip Video Yang Memaparkan Kononnya Terdapat Pesakit COVID-19 Di Pasar...,AIM Meminta Maklumat Syarikat Yang Berdaftar Dengan SSM Dan Data Peribadi...,0.5
AIM Meminta Maklumat Syarikat Yang Berdaftar Dengan SSM Dan Data Peribadi...,"Laporan 8,000 Penduduk Di Lebih 20 Taman Sekitar Sendayan Diarah Untuk...",0.5
"Laporan 8,000 Penduduk Di Lebih 20 Taman Sekitar Sendayan Diarah Untuk...","Dakwaan Kononnya Terdapat Kes Positif COVID-19 Di Pasar Borong Pandan, Johor...",0.5
"Dakwaan Kononnya Terdapat Kes Positif COVID-19 Di Pasar Borong Pandan, Johor...",Borang Permohonan Bagi Golongan Yang Tidak Menerima Sebarang Bantuan Dari Pakej...,0.5
Borang Permohonan Bagi Golongan Yang Tidak Menerima Sebarang Bantuan Dari Pakej...,Kolej Imperia Nafi Abaikan Kebajikan Pelajar Yang Tinggal Di Rumah Sewa...,0.5
Kolej Imperia Nafi Abaikan Kebajikan Pelajar Yang Tinggal Di Rumah Sewa...,Dakwaan Makanan Yang Diberikan Kepada Pelajar Oleh Pihak USM Tidak Berkualiti...,0.5
Dakwaan Makanan Yang Diberikan Kepada Pelajar Oleh Pihak USM Tidak Berkualiti...,"Dakwaan 800 Pemandu Yang Dikenakan Saman RM1,000 Beratur Di Luar Balai...",0.5
"Dakwaan 800 Pemandu Yang Dikenakan Saman RM1,000 Beratur Di Luar Balai...",Dakwaan 3 Premis Di Kawasan Keladi Dikuarantin Kerana Pekerja Dijangkiti COVID-19...,0.5
Dakwaan 3 Premis Di Kawasan Keladi Dikuarantin Kerana Pekerja Dijangkiti COVID-19...,Dakwaan Mesej KKM Mengarahkan Orang Ramai Yang Kunjungi Pasar Borong Ipoh...,0.5
Dakwaan Mesej KKM Mengarahkan Orang Ramai Yang Kunjungi Pasar Borong Ipoh...,Penjualan Produk Baju Dan Topeng Muka Memaparkan Penggunaan Nama ‘Operasi Penawar’...,0.5
Penjualan Produk Baju Dan Topeng Muka Memaparkan Penggunaan Nama ‘Operasi Penawar’...,Individu Mabuk Pecahkan Cermin Dan Lari Keluar Dari Ambulans Di Satok,0.5
Individu Mabuk Pecahkan Cermin Dan Lari Keluar Dari Ambulans Di Satok,Mesej Pesanan Larangan Pergi Ke Pasar Seksyen 6 Oleh Para Doktor...,0.5
Mesej Pesanan Larangan Pergi Ke Pasar Seksyen 6 Oleh Para Doktor...,Pemotongan 5% Elaun Keraian Bagi Semua Pegawai Dan Guru Gred DG44...,0.5
Pemotongan 5% Elaun Keraian Bagi Semua Pegawai Dan Guru Gred DG44...,Dakwaan Klinik Kesihatan Bangi Tutup Sehingga 28 April 2020 Kerana Semua...,0.5
Dakwaan Klinik Kesihatan Bangi Tutup Sehingga 28 April 2020 Kerana Semua...,Anggota ATM Memakai Topi Keledar Di Kawasan Yang Diisytiharkan PKPD,0.5
Anggota ATM Memakai Topi Keledar Di Kawasan Yang Diisytiharkan PKPD,Hebahan Mesej Yang Mendakwa Kononnya PKD Hulu Langat Mohon Sumbangan Barangan...,0.5
Hebahan Mesej Yang Mendakwa Kononnya PKD Hulu Langat Mohon Sumbangan Barangan...,Dakwaan 2 Lokasi Di Kuala Pilah Sebagai Kawasan ‘Hotspot’ Ingkar Arahan...,0.5
Dakwaan 2 Lokasi Di Kuala Pilah Sebagai Kawasan ‘Hotspot’ Ingkar Arahan...,Dakwaan Kawasan Indera Mahkota 2 Akan Dikenakan PKPD Mulai 10 April...,0.5
Dakwaan Kawasan Indera Mahkota 2 Akan Dikenakan PKPD Mulai 10 April...,Laporan Bertarikh 8 April 2020 Kononnya Solat Jumaat Tetap Diteruskan Adalah...,0.5
Laporan Bertarikh 8 April 2020 Kononnya Solat Jumaat Tetap Diteruskan Adalah...,Dakwaan Bandar Kota Bharu Tutup Selepas Jam 1 Tengah Hari Adalah...,0.5
Dakwaan Bandar Kota Bharu Tutup Selepas Jam 1 Tengah Hari Adalah...,Sebarang Sumbangan Peralatan Boleh Berhubung Terus Dengan Pihak Hospital Beaufort,0.5
Sebarang Sumbangan Peralatan Boleh Berhubung Terus Dengan Pihak Hospital Beaufort,Dakwaan Kononnya Ketua Polis Terengganu Keluar Amaran Bahawa PKPD Akan Dilaksanakan...,0.5
Dakwaan Kononnya Ketua Polis Terengganu Keluar Amaran Bahawa PKPD Akan Dilaksanakan...,Tiada Penambahan Kes Baharu COVID-19 Dilaporkan Di Hospital Lawas,0.5
Tiada Penambahan Kes Baharu COVID-19 Dilaporkan Di Hospital Lawas,Kerajaan Hanya Tanggung RM150 Sehari Bagi 45 Hotel Yang Telah Diwartakan...,0.5
Kerajaan Hanya Tanggung RM150 Sehari Bagi 45 Hotel Yang Telah Diwartakan...,Tiada Kes COVID-19 Dalam Kalangan Penghuni Dan Banduan Di Penjara Kajang,0.5
Tiada Kes COVID-19 Dalam Kalangan Penghuni Dan Banduan Di Penjara Kajang,Mesej Hebahan Didakwa Dari Hospital Segamat Berkenaan Pemberian Penutup Muka Percuma...,0.5
Mesej Hebahan Didakwa Dari Hospital Segamat Berkenaan Pemberian Penutup Muka Percuma...,Dakwaan Kononnya Golongan Gelandangan Di Ibu Negara Terbiar Ketika Tempoh PKP...,0.5
Dakwaan Kononnya Golongan Gelandangan Di Ibu Negara Terbiar Ketika Tempoh PKP...,Dakwaan Mesej Kononnya Dari Seorang Doktor Di Putrajaya Bahawa HKL Memindahkan...,0.5
Dakwaan Mesej Kononnya Dari Seorang Doktor Di Putrajaya Bahawa HKL Memindahkan...,Video Dan Audio Bertajuk “Pesanan Buat Pemohon Bantuan Prihatin Nasional” Bukan...,0.5
Video Dan Audio Bertajuk “Pesanan Buat Pemohon Bantuan Prihatin Nasional” Bukan...,Dakwaan Kononnya Terdapat Kes Kematian Di Beaufort Kerana Jangkitan COVID-19 Adalah...,0.5
Dakwaan Kononnya Terdapat Kes Kematian Di Beaufort Kerana Jangkitan COVID-19 Adalah...,Nota Suara Menyatakan Kononnya Perintah Berkurung Akan Dilaksanakan Membabitkan Penutupan Penuh...,0.5
Nota Suara Menyatakan Kononnya Perintah Berkurung Akan Dilaksanakan Membabitkan Penutupan Penuh...,Dakwaan Peningkatan Kes Keganasan Rumah Tangga Diterima Melalui Talian Kasih 15999...,0.5
Dakwaan Peningkatan Kes Keganasan Rumah Tangga Diterima Melalui Talian Kasih 15999...,Mesej Tular Yang Meminta Orang Ramai Yang Pernah Mengunjungi Mydin Jalan...,0.5
Mesej Tular Yang Meminta Orang Ramai Yang Pernah Mengunjungi Mydin Jalan...,Seorang Lelaki Meninggikan Suara Kepada Anggota Polis Ketika Ditahan Dalam Sekatan...,0.5
Seorang Lelaki Meninggikan Suara Kepada Anggota Polis Ketika Ditahan Dalam Sekatan...,"Dakwaan Tips Dan Langkah Pencegahan Jangkitan COVID-19 Melalui Pengambilan Makanan Beralkali,...",0.5
"Dakwaan Tips Dan Langkah Pencegahan Jangkitan COVID-19 Melalui Pengambilan Makanan Beralkali,...",Dakwaan Terdapat Arahan Dari KP WP Labuan Bahawa Petugas Boleh Bertugas...,0.5
Dakwaan Terdapat Arahan Dari KP WP Labuan Bahawa Petugas Boleh Bertugas...,Senarai Nombor Talian Telefon Bimbit Pegawai JKM Untuk Bantuan Bekalan Makanan...,0.5
Senarai Nombor Talian Telefon Bimbit Pegawai JKM Untuk Bantuan Bekalan Makanan...,Dakwaan Mesej Dari MKN Bahawa PKP Tahap 3 Akan Dilaksanakan Dari...,0.5
Dakwaan Mesej Dari MKN Bahawa PKP Tahap 3 Akan Dilaksanakan Dari...,"Mesej Tular Berkenaan Saman RM300, RM200 Dan RM150 Bagi Pelaksanaan PKP...",0.5
"Mesej Tular Berkenaan Saman RM300, RM200 Dan RM150 Bagi Pelaksanaan PKP...",Dakwaan Kerajaan Usir Migran Indonesia Secara Besar-Besaran Sepanjang Tempoh PKP Adalah...,0.5
Dakwaan Kerajaan Usir Migran Indonesia Secara Besar-Besaran Sepanjang Tempoh PKP Adalah...,Video Insiden Kes Samun Didakwa Berlaku Di Kedai 99 Speedmart Putatan...,0.5
Video Insiden Kes Samun Didakwa Berlaku Di Kedai 99 Speedmart Putatan...,Dakwaan Pertambahan 1 Kes Positif COVID-19 Di Taman Kajang Mewah Adalah...,0.5
Dakwaan Pertambahan 1 Kes Positif COVID-19 Di Taman Kajang Mewah Adalah...,Dakwaan Orang Ramai Yang Tidak Terima Agihan Bantuan Kerajaan Boleh Lapor...,0.5
Dakwaan Orang Ramai Yang Tidak Terima Agihan Bantuan Kerajaan Boleh Lapor...,"Pemasangan Garisan Polis Di Kampung Sempalit, Raub Bukan Atas Faktor PKPD",0.5
"Pemasangan Garisan Polis Di Kampung Sempalit, Raub Bukan Atas Faktor PKPD",Laluan Masuk Dan Keluar Di Beberapa Kampung Dan Taman Perumahan Di...,0.5
Laluan Masuk Dan Keluar Di Beberapa Kampung Dan Taman Perumahan Di...,Talian Hotline Yang Menggunakan Nombor Mudah Alih Untuk Setiap Daerah JKM...,0.5
Talian Hotline Yang Menggunakan Nombor Mudah Alih Untuk Setiap Daerah JKM...,Sebaran Senarai Kawasan Di Seluruh Negara Yang Kononnya Dikategorikan Sebagai Zon...,0.5
Sebaran Senarai Kawasan Di Seluruh Negara Yang Kononnya Dikategorikan Sebagai Zon...,Penduduk Di Sekitar Pekan Hanya Perlu Mengisi Borang Yang Disediakan Oleh...,0.5
Penduduk Di Sekitar Pekan Hanya Perlu Mengisi Borang Yang Disediakan Oleh...,Pakaian Terpakai Dari Pesakit COVID-19 Yang Meninggal Dunia Dijual Murah Adalah...,0.5
Pakaian Terpakai Dari Pesakit COVID-19 Yang Meninggal Dunia Dijual Murah Adalah...,Majlis Daerah Yong Peng Tidak Pernah Melantik Atau Hubungi Orang Awam...,0.5
Majlis Daerah Yong Peng Tidak Pernah Melantik Atau Hubungi Orang Awam...,Bantuan B40 (PeKa B40) Memberi Bantuan Sebanyak RM250 Sebulan Semasa COVID-19...,0.5
Bantuan B40 (PeKa B40) Memberi Bantuan Sebanyak RM250 Sebulan Semasa COVID-19...,Dokumen Slaid Pembentangan Pakej Rangsangan Ekonomi Prihatin Rakyat Yang Di Tularkan...,0.5
Dokumen Slaid Pembentangan Pakej Rangsangan Ekonomi Prihatin Rakyat Yang Di Tularkan...,Dakwaan Rakaman Video Penunggang Foodpanda Dijangkiti COVID-19 Di Jalan Klang Lama...,0.5
Dakwaan Rakaman Video Penunggang Foodpanda Dijangkiti COVID-19 Di Jalan Klang Lama...,Tiada Bukti Bahawa Bawang Putih Boleh Mencegah Daripada Jangkitan COVID-19,0.5
Tiada Bukti Bahawa Bawang Putih Boleh Mencegah Daripada Jangkitan COVID-19,Poster DBKL Mohon Sumbangan Barangan Asas Kepada Penghuni PR/PPR Adalah...,0.5
Poster DBKL Mohon Sumbangan Barangan Asas Kepada Penghuni PR/PPR Adalah...,Hospital Teluk Intan Hanya Ditutup Sementara Bagi Proses Pencucian Dan Nyah...,0.5
Hospital Teluk Intan Hanya Ditutup Sementara Bagi Proses Pencucian Dan Nyah...,Gambar Ahli Parlimen Tidak Memakai Topeng Muka Dalam Tempoh PKP COVID-19...,0.5
Gambar Ahli Parlimen Tidak Memakai Topeng Muka Dalam Tempoh PKP COVID-19...,Hilang Selera Makan Dan Deria Bau Antara Simptom Baharu COVID-19 Adalah...,0.5
Hilang Selera Makan Dan Deria Bau Antara Simptom Baharu COVID-19 Adalah...,4 Nota Suara Yang Menggunakan Nama MKN Dakwa Darurat Akan Diisytihar...,0.5
4 Nota Suara Yang Menggunakan Nama MKN Dakwa Darurat Akan Diisytihar...,Mayat Dalam Myvi Di RnR Hulu Bernam Arah Utara di Kuala...,0.5
Mayat Dalam Myvi Di RnR Hulu Bernam Arah Utara di Kuala...,Dakwaan 4 Lelaki India Positif COVID-19 Lari Dari Hospital Kepala Batas...,0.5
